time,"P(B_JM1|XBVM1)","V(B_JM1|XBVM1)","P(B_JM2|XBVM1)","V(B_JM2|XBVM1)","P(B_JS1|XBVM1)","V(B_JS1|XBVM1)","P(B_JS2|XBVM1)","V(B_JS2|XBVM1)","V(N6|XBVM1)","V(SL1)","I(L_PSL|XBVM1)","I(L_SL|XBVM1)","P(B_LD1)","V(B_LD1)","I(B_LD1)","P(B_LD2)","V(B_LD2)","I(B_LD2)","P(B_LD3)","V(B_LD3)","I(B_LD3)","P(B_LD4)","V(B_LD4)","I(B_LD4)","P(B_LD5)","V(B_LD5)","I(B_LD5)","P(B_LD6)","V(B_LD6)","I(B_LD6)","P(B_LD7)","V(B_LD7)","I(B_LD7)","P(B_LD8)","V(B_LD8)","I(B_LD8)","P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","V(IN)","V(OUT)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)","I(R_LOAD)","I(I_IBIAS)","I(I_WL1)","I(I_BL1)","I(I_SE1)"
9.173750e-11,5.910996e+00,-4.078001e-08,3.158697e-01,9.308795e-07,2.673456e-01,1.693435e-07,-2.667212e-01,4.634013e-07,-4.659045e-07,-4.497362e-07,-1.362420e-09,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-3.132007e-06,-2.227116e-08,-1.362420e-09,-1.407086e-04,-2.387631e-07,-1.362420e-09,4.334907e-01,-3.296450e-08,1.512205e-05,3.769961e-01,-4.594903e-09,1.987784e-05,-2.715669e-07,-5.027623e-10,-1.362420e-09,-5.027623e-11,-1.512242e-05,1.987758e-05,3.500000e-05,-9.989242e-10,-2.088592e-10,-5.027623e-11,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.175000e-11,5.910995e+00,-3.932765e-08,3.159054e-01,9.481355e-07,2.673519e-01,1.607936e-07,-2.667036e-01,4.599646e-07,-4.626152e-07,-4.466037e-07,-1.359101e-09,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977005e-06,-2.223144e-08,-1.359101e-09,-3.977006e-06,-2.223144e-08,-1.359101e-09,-1.497306e-04,-2.363909e-07,-1.359101e-09,4.334894e-01,-3.262585e-08,1.512209e-05,3.769959e-01,-4.960450e-09,1.987785e-05,-2.687521e-07,-8.883329e-10,-1.359101e-09,-8.883329e-11,-1.512246e-05,1.987754e-05,3.500000e-05,-9.886620e-10,-2.254750e-10,-8.883329e-11,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.176250e-11,5.910993e+00,-3.785335e-08,3.159417e-01,9.647318e-07,2.673578e-01,1.521909e-07,-2.666862e-01,4.561894e-07,-4.589901e-07,-4.431537e-07,-1.354165e-09,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-4.820207e-06,-2.217656e-08,-1.354165e-09,-1.586595e-04,-2.338598e-07,-1.354165e-09,4.334882e-01,-3.224894e-08,1.512213e-05,3.769957e-01,-5.318929e-09,1.987787e-05,-2.657412e-07,-1.271779e-09,-1.354165e-09,-1.271779e-10,-1.512250e-05,1.987750e-05,3.500000e-05,-9.772406e-10,-2.417695e-10,-1.271779e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.177500e-11,5.910992e+00,-3.635806e-08,3.159786e-01,9.806578e-07,2.673634e-01,1.435417e-07,-2.666690e-01,4.520781e-07,-4.550317e-07,-4.393882e-07,-1.347631e-09,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-5.661036e-06,-2.210651e-08,-1.347631e-09,-1.674894e-04,-2.311710e-07,-1.347631e-09,4.334870e-01,-3.183442e-08,1.512216e-05,3.769955e-01,-5.669919e-09,1.987788e-05,-2.625361e-07,-1.652636e-09,-1.347631e-09,-1.652636e-10,-1.512255e-05,1.987745e-05,3.500000e-05,-9.646793e-10,-2.577236e-10,-1.652636e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.178750e-11,5.910990e+00,-3.484276e-08,3.160162e-01,9.959036e-07,2.673687e-01,1.348526e-07,-2.666519e-01,4.476336e-07,-4.507427e-07,-4.353095e-07,-1.339518e-09,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-6.498916e-06,-2.202130e-08,-1.339518e-09,-1.762141e-04,-2.283260e-07,-1.339518e-09,4.334858e-01,-3.138294e-08,1.512220e-05,3.769953e-01,-6.013014e-09,1.987789e-05,-2.591391e-07,-2.030443e-09,-1.339518e-09,-2.030443e-10,-1.512259e-05,1.987741e-05,3.500000e-05,-9.509983e-10,-2.733188e-10,-2.030443e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.180000e-11,5.910989e+00,-3.330843e-08,3.160543e-01,1.010460e-06,2.673737e-01,1.261298e-07,-2.666350e-01,4.428589e-07,-4.461258e-07,-4.309202e-07,-1.329846e-09,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-7.333272e-06,-2.192094e-08,-1.329846e-09,-1.848279e-04,-2.253263e-07,-1.329846e-09,4.334846e-01,-3.089525e-08,1.512223e-05,3.769950e-01,-6.347816e-09,1.987790e-05,-2.555526e-07,-2.404745e-09,-1.329846e-09,-2.404745e-10,-1.512263e-05,1.987737e-05,3.500000e-05,-9.362196e-10,-2.885371e-10,-2.404745e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.181250e-11,5.910988e+00,-3.175605e-08,3.160929e-01,1.024317e-06,2.673783e-01,1.173795e-07,-2.666183e-01,4.377573e-07,-4.411845e-07,-4.262230e-07,-1.318639e-09,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-8.163530e-06,-2.180547e-08,-1.318639e-09,-1.933248e-04,-2.221735e-07,-1.318639e-09,4.334834e-01,-3.037208e-08,1.512227e-05,3.769948e-01,-6.673940e-09,1.987791e-05,-2.517792e-07,-2.775094e-09,-1.318639e-09,-2.775094e-10,-1.512267e-05,1.987733e-05,3.500000e-05,-9.203662e-10,-3.033609e-10,-2.775094e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.182500e-11,5.910987e+00,-3.018662e-08,3.161321e-01,1.037468e-06,2.673826e-01,1.086080e-07,-2.666018e-01,4.323324e-07,-4.359219e-07,-4.212210e-07,-1.305921e-09,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-8.989117e-06,-2.167494e-08,-1.305921e-09,-2.016992e-04,-2.188695e-07,-1.305921e-09,4.334823e-01,-2.981426e-08,1.512230e-05,3.769945e-01,-6.991014e-09,1.987793e-05,-2.478215e-07,-3.141046e-09,-1.305921e-09,-3.141046e-10,-1.512270e-05,1.987730e-05,3.500000e-05,-9.034625e-10,-3.177734e-10,-3.141046e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.183750e-11,5.910986e+00,-2.860115e-08,3.161717e-01,1.049903e-06,2.673866e-01,9.982158e-08,-2.665855e-01,4.265881e-07,-4.303420e-07,-4.159173e-07,-1.291719e-09,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-9.809460e-06,-2.152938e-08,-1.291719e-09,-2.099452e-04,-2.154160e-07,-1.291719e-09,4.334812e-01,-2.922263e-08,1.512233e-05,3.769943e-01,-7.298678e-09,1.987794e-05,-2.436823e-07,-3.502165e-09,-1.291719e-09,-3.502165e-10,-1.512274e-05,1.987726e-05,3.500000e-05,-8.855342e-10,-3.317581e-10,-3.502165e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.185000e-11,5.910985e+00,-2.700063e-08,3.162118e-01,1.061616e-06,2.673902e-01,9.102623e-08,-2.665694e-01,4.205284e-07,-4.244486e-07,-4.103155e-07,-1.276063e-09,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-1.062399e-05,-2.136886e-08,-1.276063e-09,-2.180572e-04,-2.118152e-07,-1.276063e-09,4.334801e-01,-2.859807e-08,1.512236e-05,3.769940e-01,-7.596583e-09,1.987796e-05,-2.393646e-07,-3.858023e-09,-1.276063e-09,-3.858023e-10,-1.512277e-05,1.987723e-05,3.500000e-05,-8.666082e-10,-3.452992e-10,-3.858023e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.186250e-11,5.910984e+00,-2.538609e-08,3.162523e-01,1.072598e-06,2.673935e-01,8.222803e-08,-2.665535e-01,4.141577e-07,-4.182459e-07,-4.044194e-07,-1.258981e-09,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-1.143214e-05,-2.119347e-08,-1.258981e-09,-2.260298e-04,-2.080690e-07,-1.258981e-09,4.334790e-01,-2.794151e-08,1.512239e-05,3.769937e-01,-7.884397e-09,1.987797e-05,-2.348716e-07,-4.208199e-09,-1.258981e-09,-4.208199e-10,-1.512281e-05,1.987719e-05,3.500000e-05,-8.467124e-10,-3.583817e-10,-4.208199e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.187500e-11,5.910983e+00,-2.375854e-08,3.162932e-01,1.082845e-06,2.673964e-01,7.343297e-08,-2.665379e-01,4.074806e-07,-4.117384e-07,-3.982327e-07,-1.240505e-09,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-1.223336e-05,-2.100327e-08,-1.240505e-09,-2.338574e-04,-2.041796e-07,-1.240505e-09,4.334780e-01,-2.725391e-08,1.512242e-05,3.769934e-01,-8.161800e-09,1.987799e-05,-2.302065e-07,-4.552282e-09,-1.240505e-09,-4.552282e-10,-1.512284e-05,1.987716e-05,3.500000e-05,-8.258759e-10,-3.709909e-10,-4.552282e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.188750e-11,5.910982e+00,-2.211901e-08,3.163345e-01,1.092349e-06,2.673991e-01,6.464697e-08,-2.665226e-01,4.005020e-07,-4.049307e-07,-3.917598e-07,-1.220670e-09,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-1.302706e-05,-2.079838e-08,-1.220670e-09,-2.415346e-04,-2.001495e-07,-1.220670e-09,4.334769e-01,-2.653626e-08,1.512245e-05,3.769931e-01,-8.428485e-09,1.987801e-05,-2.253728e-07,-4.889867e-09,-1.220670e-09,-4.889867e-10,-1.512287e-05,1.987713e-05,3.500000e-05,-8.041291e-10,-3.831130e-10,-4.889867e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.190000e-11,5.910981e+00,-2.046853e-08,3.163762e-01,1.101105e-06,2.674013e-01,5.587588e-08,-2.665075e-01,3.932271e-07,-3.978278e-07,-3.850049e-07,-1.199510e-09,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-1.381271e-05,-2.057889e-08,-1.199510e-09,-2.490561e-04,-1.959809e-07,-1.199510e-09,4.334759e-01,-2.578960e-08,1.512248e-05,3.769927e-01,-8.684162e-09,1.987802e-05,-2.203739e-07,-5.220561e-09,-1.199510e-09,-5.220561e-10,-1.512290e-05,1.987710e-05,3.500000e-05,-7.815032e-10,-3.947346e-10,-5.220561e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.191250e-11,5.910980e+00,-1.880814e-08,3.164181e-01,1.109108e-06,2.674033e-01,4.712544e-08,-2.664927e-01,3.856610e-07,-3.904349e-07,-3.779728e-07,-1.177062e-09,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-1.458975e-05,-2.034492e-08,-1.177062e-09,-2.564168e-04,-1.916764e-07,-1.177062e-09,4.334750e-01,-2.501500e-08,1.512250e-05,3.769924e-01,-8.928555e-09,1.987804e-05,-2.152135e-07,-5.543981e-09,-1.177062e-09,-5.543981e-10,-1.512292e-05,1.987708e-05,3.500000e-05,-7.580304e-10,-4.058434e-10,-5.543981e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.192500e-11,5.910980e+00,-1.713886e-08,3.164604e-01,1.116354e-06,2.674049e-01,3.840135e-08,-2.664782e-01,3.778096e-07,-3.827573e-07,-3.706683e-07,-1.153363e-09,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-1.535764e-05,-2.009661e-08,-1.153363e-09,-2.636114e-04,-1.872386e-07,-1.153363e-09,4.334740e-01,-2.421355e-08,1.512253e-05,3.769921e-01,-9.161401e-09,1.987806e-05,-2.098954e-07,-5.859752e-09,-1.153363e-09,-5.859752e-10,-1.512295e-05,1.987705e-05,3.500000e-05,-7.337440e-10,-4.164273e-10,-5.859752e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.193750e-11,5.910979e+00,-1.546174e-08,3.165029e-01,1.122839e-06,2.674062e-01,2.970919e-08,-2.664640e-01,3.696784e-07,-3.748006e-07,-3.630963e-07,-1.128452e-09,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-1.611582e-05,-1.983409e-08,-1.128452e-09,-2.706350e-04,-1.826702e-07,-1.128452e-09,4.334731e-01,-2.338638e-08,1.512255e-05,3.769917e-01,-9.382456e-09,1.987807e-05,-2.044236e-07,-6.167512e-09,-1.128452e-09,-6.167512e-10,-1.512297e-05,1.987703e-05,3.500000e-05,-7.086781e-10,-4.264753e-10,-6.167512e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.195000e-11,5.910978e+00,-1.377782e-08,3.165457e-01,1.128558e-06,2.674072e-01,2.105447e-08,-2.664501e-01,3.612738e-07,-3.665708e-07,-3.552623e-07,-1.102371e-09,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-1.686376e-05,-1.955752e-08,-1.102371e-09,-2.774827e-04,-1.779741e-07,-1.102371e-09,4.334723e-01,-2.253463e-08,1.512257e-05,3.769914e-01,-9.591489e-09,1.987809e-05,-1.988021e-07,-6.466911e-09,-1.102371e-09,-6.466911e-10,-1.512299e-05,1.987701e-05,3.500000e-05,-6.828676e-10,-4.359768e-10,-6.466911e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.196250e-11,5.910978e+00,-1.208814e-08,3.165886e-01,1.133509e-06,2.674078e-01,1.244261e-08,-2.664366e-01,3.526018e-07,-3.580738e-07,-3.471716e-07,-1.075162e-09,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-1.760094e-05,-1.926706e-08,-1.075162e-09,-2.841497e-04,-1.731532e-07,-1.075162e-09,4.334714e-01,-2.165950e-08,1.512259e-05,3.769910e-01,-9.788286e-09,1.987811e-05,-1.930351e-07,-6.757607e-09,-1.075162e-09,-6.757607e-10,-1.512301e-05,1.987699e-05,3.500000e-05,-6.563484e-10,-4.449221e-10,-6.757607e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.197500e-11,5.910977e+00,-1.039374e-08,3.166317e-01,1.137691e-06,2.674081e-01,3.878917e-09,-2.664234e-01,3.436689e-07,-3.493159e-07,-3.388299e-07,-1.046867e-09,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-1.832683e-05,-1.896287e-08,-1.046867e-09,-2.906313e-04,-1.682103e-07,-1.046867e-09,4.334706e-01,-2.076218e-08,1.512261e-05,3.769906e-01,-9.972650e-09,1.987813e-05,-1.871269e-07,-7.039274e-09,-1.046867e-09,-7.039274e-10,-1.512303e-05,1.987697e-05,3.500000e-05,-6.291570e-10,-4.533023e-10,-7.039274e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.198750e-11,5.910977e+00,-8.695667e-09,3.166750e-01,1.141099e-06,2.674081e-01,-4.631382e-09,-2.664105e-01,3.344820e-07,-3.403037e-07,-3.302431e-07,-1.017530e-09,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-1.904091e-05,-1.864515e-08,-1.017530e-09,-2.969230e-04,-1.631488e-07,-1.017530e-09,4.334699e-01,-1.984391e-08,1.512263e-05,3.769902e-01,-1.014440e-08,1.987815e-05,-1.810819e-07,-7.311596e-09,-1.017530e-09,-7.311596e-10,-1.512305e-05,1.987695e-05,3.500000e-05,-6.013307e-10,-4.611091e-10,-7.311596e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.200000e-11,5.910977e+00,-6.994964e-09,3.167184e-01,1.143734e-06,2.674078e-01,-1.308317e-08,-2.663980e-01,3.250479e-07,-3.310438e-07,-3.214172e-07,-9.871978e-10,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-1.974267e-05,-1.831409e-08,-9.871978e-10,-3.030202e-04,-1.579717e-07,-9.871978e-10,4.334691e-01,-1.890594e-08,1.512265e-05,3.769898e-01,-1.030337e-08,1.987817e-05,-1.749045e-07,-7.574271e-09,-9.871978e-10,-7.574271e-10,-1.512306e-05,1.987694e-05,3.500000e-05,-5.729073e-10,-4.683349e-10,-7.574271e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.201250e-11,5.910977e+00,-5.292672e-09,3.167619e-01,1.145595e-06,2.674071e-01,-2.147142e-08,-2.663858e-01,3.153737e-07,-3.215431e-07,-3.123586e-07,-9.559156e-10,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-2.043161e-05,-1.796989e-08,-9.559156e-10,-3.089187e-04,-1.526824e-07,-9.559156e-10,4.334684e-01,-1.794954e-08,1.512266e-05,3.769894e-01,-1.044941e-08,1.987818e-05,-1.685995e-07,-7.827009e-09,-9.559156e-10,-7.827009e-10,-1.512307e-05,1.987693e-05,3.500000e-05,-5.439254e-10,-4.749731e-10,-7.827009e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.202500e-11,5.910976e+00,-3.589832e-09,3.168054e-01,1.146680e-06,2.674062e-01,-2.979123e-08,-2.663740e-01,3.054668e-07,-3.118087e-07,-3.030737e-07,-9.237311e-10,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-2.110723e-05,-1.761277e-08,-9.237311e-10,-3.146143e-04,-1.472842e-07,-9.237311e-10,4.334678e-01,-1.697599e-08,1.512267e-05,3.769890e-01,-1.058239e-08,1.987820e-05,-1.621715e-07,-8.069535e-09,-9.237311e-10,-8.069535e-10,-1.512308e-05,1.987692e-05,3.500000e-05,-5.144241e-10,-4.810177e-10,-8.069535e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
9.203750e-11,5.910976e+00,-1.887484e-09,3.168489e-01,1.146990e-06,2.674049e-01,-3.803780e-08,-2.663626e-01,2.953346e-07,-3.018478e-07,-2.935690e-07,-8.906923e-10,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-2.176904e-05,-1.724295e-08,-8.906923e-10,-3.201029e-04,-1.417807e-07,-8.906923e-10,4.334671e-01,-1.598661e-08,1.512269e-05,3.769886e-01,-1.070220e-08,1.987822e-05,-1.556255e-07,-8.301587e-09,-8.906923e-10,-8.301587e-10,-1.512309e-05,1.987691e-05,3.500000e-05,-4.844428e-10,-4.864635e-10,-8.301587e-10,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
